nomem_encr,cv08a043,cv09b043,cv08a030,cv09b030,income,government,eco,gov,cv09b038,cv08a038,cv09b039,cv08a039,cv09b040,cv08a040,cv09b041,cv08a041,cv09b042,cv08a042,cv09b044,cv08a044,cv09b045,cv08a045,cv09b046,cv08a046
851733,8,7,4,4,6,0,-1,0,9,7,6,5,8,6,7,5,9,7,9,8,8,7,7,6
851742,7,6,6,6,NA,0,-1,0,5,6,2,6,2,6,2,6,6,NA,5,6,6,7,6,7
851745,6,6,7,7,4,0,0,0,4,6,7,6,6,5,7,7,7,7,6,6,7,7,6,NA
851766,3,6,2,4,1,NA,3,2,3,3,5,3,6,2,9,6,8,6,5,3,3,2,4,4
851785,9,3,8,3,NA,0,-6,-5,5,3,3,4,5,5,3,3,5,6,5,NA,3,8,5,7
851828,7,5,5,6,NA,1,-2,1,5,4,10,8,6,9,6,9,6,3,7,5,5,8,5,8
851831,1,6,1,6,1,NA,5,5,5,1,7,5,6,4,6,3,7,2,6,0,7,1,6,2
851837,6,4,2,4,NA,0,-2,2,5,3,5,2,4,4,4,5,5,7,3,5,5,7,4,7
851849,5,5,5,7,1,0,0,2,5,5,4,3,7,6,7,6,5,5,7,5,7,7,5,3
851898,3,4,0,4,NA,0,1,4,4,4,6,5,6,5,8,8,6,7,3,1,7,8,7,8
851910,6,5,6,6,1,1,-1,0,5,5,5,5,6,6,5,5,6,6,6,6,6,6,6,6
851916,6,5,6,6,3,1,-1,0,6,6,5,6,6,6,7,6,7,6,5,NA,6,7,4,NA
851968,7,3,6,4,NA,NA,-4,-2,3,5,4,7,4,7,4,7,4,7,3,7,4,7,3,6
851983,7,7,7,8,5,0,0,1,9,8,5,2,8,7,8,8,8,9,9,7,8,6,8,6
852005,5,5,6,6,1,NA,0,0,6,6,4,4,6,5,4,5,6,5,5,5,4,6,7,6
852008,7,7,6,7,7,1,0,1,7,6,7,6,7,7,7,7,8,7,7,7,7,7,6,7
852053,7,7,7,7,1,NA,0,0,6,6,7,8,7,7,6,8,6,8,6,6,6,8,7,6
852062,6,6,8,6,1,0,0,-2,5,5,8,8,7,7,5,5,7,7,6,6,6,8,6,5
852078,7,7,3,5,NA,NA,0,2,5,5,6,5,7,7,7,7,NA,NA,8,8,7,8,7,6
852084,7,7,7,7,NA,1,0,0,6,6,7,7,6,4,7,7,7,NA,7,7,7,7,6,7
852087,4,6,3,5,3,0,2,2,6,3,7,7,7,7,7,6,6,5,4,4,5,7,4,7
852105,8,8,8,8,NA,1,0,0,7,7,6,6,5,5,8,6,8,8,9,9,8,8,8,8
852154,7,5,5,5,NA,0,-2,0,6,5,5,6,7,8,6,8,6,8,5,7,6,7,5,6
852175,5,7,6,6,NA,0,2,0,5,0,6,6,6,7,5,7,6,7,7,6,8,6,NA,2
852194,8,4,7,7,1,NA,-4,0,5,9,7,8,8,7,6,9,7,9,5,8,7,6,6,7
852209,4,5,4,6,4,NA,1,2,5,6,5,4,7,6,6,7,5,5,5,4,6,4,6,2
852258,8,8,6,6,NA,NA,0,0,6,6,7,9,7,7,7,4,8,8,9,9,8,NA,8,NA
852288,6,6,7,5,NA,0,0,-2,5,3,6,7,7,6,7,6,7,7,6,6,7,8,7,6
852297,7,4,6,6,NA,NA,-3,0,4,6,6,7,6,6,7,5,7,7,5,7,7,7,6,7
852371,6,5,7,5,1,0,-1,-2,6,5,6,6,7,6,6,6,6,6,5,6,7,6,8,6
852380,6,5,6,7,1,1,-1,1,6,7,6,6,5,5,5,4,7,NA,7,7,8,8,7,7
852416,9,8,9,8,4,1,-1,-1,8,7,8,10,8,9,8,9,8,9,8,8,8,9,8,4
852423,4,1,4,2,5,0,-3,-2,4,6,2,4,6,6,6,6,5,7,2,5,6,8,6,8
852429,7,7,7,7,1,1,0,0,8,4,7,7,8,8,8,8,7,6,8,8,8,8,5,NA
852441,5,5,2,3,NA,0,0,1,4,6,5,3,5,4,6,5,5,4,8,7,8,8,7,7
852447,7,8,7,7,1,1,1,0,5,7,7,6,8,5,8,6,8,7,8,8,7,8,6,7
852465,7,7,5,7,NA,NA,0,2,7,7,7,7,7,7,6,7,6,6,6,7,7,6,6,6
852487,6,5,5,5,7,0,-1,0,5,6,6,5,6,6,6,7,6,7,5,6,7,8,4,5
852490,5,1,0,1,NA,0,-4,1,4,5,7,9,7,5,7,9,7,9,3,5,6,9,4,9
852520,2,4,0,4,NA,0,2,4,4,2,4,2,4,2,4,1,4,2,4,1,4,2,4,2
852523,8,7,7,7,NA,1,-1,0,7,6,9,7,6,7,6,6,7,6,7,8,8,8,7,6
852603,7,6,4,6,3,0,-1,2,6,5,9,4,5,4,7,7,8,9,6,4,7,7,6,8
852624,5,4,5,7,NA,0,-1,2,7,7,7,7,6,5,6,7,7,7,6,5,8,8,4,5
852645,7,6,7,7,5,NA,-1,0,7,2,7,NA,7,6,8,7,7,6,6,7,8,8,7,7
852673,6,7,6,6,1,0,1,0,6,5,6,7,8,6,8,7,7,7,7,7,8,8,5,5
852682,5,7,7,6,3,1,2,-1,5,6,6,NA,7,6,7,5,6,5,8,7,5,7,0,0
852688,6,6,7,7,NA,0,0,0,6,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7
852700,4,4,4,5,1,1,0,1,4,4,5,4,5,5,5,5,4,5,4,5,6,5,6,5
852703,9,7,6,8,3,0,-2,2,7,1,8,9,6,4,9,9,7,8,6,9,7,9,7,9
852740,7,6,4,5,3,1,-1,1,5,5,3,4,8,6,7,6,5,7,7,7,6,7,1,7
852743,6,6,7,6,NA,0,0,-1,7,7,6,6,5,6,6,6,6,6,6,6,7,6,7,6
852789,7,5,7,7,1,1,-2,0,3,5,4,7,5,7,6,7,NA,7,7,8,8,8,7,7
852810,3,2,3,2,1,NA,-1,-1,5,4,4,4,5,5,3,4,4,4,2,4,5,6,5,5
852886,8,7,5,6,4,0,-1,1,5,7,8,8,7,6,8,8,8,8,8,8,8,8,8,6
852896,7,6,5,6,7,1,-1,1,6,5,8,6,7,7,7,7,7,7,7,7,7,7,8,8
852920,7,6,4,6,1,0,-1,2,6,4,6,5,6,4,6,6,7,6,6,5,6,7,6,6
852923,6,3,5,4,1,NA,-3,-1,6,7,7,8,7,9,5,8,7,9,8,8,7,8,7,8
852969,1,4,0,4,1,0,3,4,7,3,4,4,6,3,7,2,7,2,4,1,5,4,4,0
853009,8,7,3,5,1,NA,-1,2,5,3,5,6,5,3,6,6,8,8,5,7,8,7,10,7
853033,8,7,5,6,NA,0,-1,1,1,1,7,4,5,3,7,7,7,7,7,7,6,8,6,8
853039,5,5,5,6,4,1,0,1,7,6,6,6,6,7,6,5,7,5,6,5,6,7,0,NA
853048,7,7,7,7,NA,1,0,0,5,6,6,6,7,7,8,8,8,7,8,8,6,7,4,6
853054,7,4,5,4,1,NA,-3,-1,1,0,5,4,6,4,5,2,6,6,3,2,4,5,4,NA
853070,6,5,7,7,NA,1,-1,0,2,NA,7,6,8,7,7,6,5,6,4,5,5,6,5,6
853112,7,6,6,6,NA,0,-1,0,6,6,7,7,6,6,6,6,7,6,6,6,6,7,6,7
853115,6,4,0,4,NA,0,-2,4,3,2,2,NA,6,8,6,8,5,8,3,5,6,8,3,NA
853128,5,2,2,0,1,NA,-3,-2,4,4,4,5,3,5,2,5,4,6,0,4,3,5,2,5
853131,5,5,5,6,1,0,0,1,6,6,6,5,7,6,7,5,7,NA,7,6,7,7,6,7
853186,4,6,3,5,NA,0,2,2,2,2,3,3,6,3,6,5,7,3,7,6,3,6,3,2
853222,8,4,0,0,4,0,-4,0,7,6,0,6,0,6,0,5,8,8,0,8,7,8,0,8
853225,3,2,3,5,4,NA,-1,2,5,6,7,6,7,7,5,7,5,7,5,5,6,7,6,7
853250,6,7,3,6,1,0,1,3,6,0,6,7,8,7,7,6,7,6,7,4,7,6,6,6
853277,5,2,4,3,NA,0,-3,-1,3,4,2,3,4,5,4,5,3,5,2,5,5,4,2,2
853323,6,4,0,3,NA,NA,-2,3,0,0,0,0,4,4,3,6,6,10,4,0,2,0,1,0
853347,6,7,4,6,4,NA,1,2,6,7,7,7,8,7,8,6,8,6,6,5,7,5,5,5
853378,6,5,7,5,1,1,-1,-2,5,6,5,6,5,6,6,6,7,7,7,6,5,7,2,1
853381,8,6,7,7,NA,0,-2,0,6,7,8,8,8,7,8,8,8,8,7,8,6,8,6,8
853387,7,6,5,5,NA,0,-1,0,6,6,6,7,6,7,6,7,6,7,5,6,6,7,6,7
853396,5,6,4,6,1,0,1,2,6,5,2,3,7,6,6,4,6,6,6,5,7,7,7,6
853433,7,7,6,7,NA,1,0,1,5,5,7,7,6,7,5,5,7,8,7,7,8,8,7,5
853460,6,5,3,7,NA,0,-1,4,4,6,6,5,6,6,6,6,8,7,8,7,8,7,6,6
853482,4,3,2,3,NA,0,-1,1,4,4,5,3,3,3,6,3,6,5,4,4,5,5,5,4
853527,5,5,5,5,5,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
853536,8,7,7,7,1,0,-1,0,7,6,7,7,8,8,8,8,7,8,7,7,8,8,5,5
853570,7,4,6,7,6,1,-3,1,3,3,NA,5,7,7,7,7,NA,7,7,7,8,8,NA,3
853634,1,5,1,5,NA,0,4,4,5,5,3,1,8,5,8,8,5,5,5,1,8,10,5,5
853649,6,7,5,7,4,1,1,2,3,6,7,6,5,5,6,5,6,4,7,6,5,7,6,7
853668,6,6,5,3,1,1,0,-2,4,7,5,5,6,5,6,6,5,5,5,6,8,7,3,0
853674,6,6,6,6,5,1,0,0,5,5,7,7,5,7,6,7,5,8,7,7,6,7,6,NA
853695,7,5,4,4,1,0,-2,0,8,7,7,5,5,5,7,8,7,7,7,4,6,5,7,6
853701,6,3,0,0,NA,0,-3,0,4,1,0,0,0,1,4,3,4,6,5,6,5,6,2,6
853729,7,7,7,7,1,0,0,0,5,6,7,7,6,6,7,6,7,7,7,7,7,7,7,6
853732,5,4,4,5,NA,0,-1,1,6,5,5,5,7,8,7,8,8,8,4,6,6,8,5,NA
853765,6,6,6,6,1,NA,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
853817,7,7,6,7,NA,1,0,1,6,7,8,6,8,8,8,8,9,7,7,6,8,8,8,7
853842,8,5,1,5,1,0,-3,4,2,2,5,8,4,7,5,7,5,10,4,8,6,10,0,3
853851,7,6,6,5,4,1,-1,-1,6,7,5,6,7,7,6,7,7,7,6,6,7,7,6,6
853887,8,6,4,4,1,0,-2,0,4,3,5,NA,6,8,6,8,6,7,5,6,6,8,6,NA
853930,7,5,5,6,2,0,-2,1,6,6,7,7,7,7,6,7,7,7,6,6,7,8,6,8
853939,7,6,7,8,1,0,-1,1,7,8,7,9,7,5,7,5,6,5,7,7,8,7,0,7
853964,7,7,7,8,4,0,0,1,8,8,8,8,5,8,6,7,7,8,8,8,7,8,7,7
853985,6,5,6,6,1,1,-1,0,6,6,6,6,7,6,7,6,7,6,6,6,7,6,7,6
853994,7,8,6,6,6,NA,1,0,7,6,8,7,8,7,8,7,8,7,8,7,8,7,6,NA
854013,7,7,4,7,3,1,0,3,7,6,7,5,7,4,7,6,7,7,7,7,8,7,8,7
854055,5,5,4,4,NA,NA,0,0,3,6,4,5,5,5,5,5,6,5,6,5,5,5,5,5
854058,8,8,8,8,1,1,0,0,6,7,7,7,8,8,7,8,8,8,8,9,8,8,8,8
854104,8,7,6,7,NA,1,-1,1,6,7,8,6,9,8,8,7,8,8,7,7,7,7,7,7
854110,7,6,6,5,NA,1,-1,-1,4,5,7,6,6,6,4,6,6,6,6,6,7,7,6,NA
854180,3,2,0,3,NA,0,-1,3,5,3,6,7,3,3,3,3,5,7,4,3,6,8,2,1
854223,5,5,5,5,4,0,0,0,5,6,5,5,6,5,6,5,5,6,6,6,6,6,5,5
854226,6,7,6,7,NA,0,1,1,8,7,7,6,7,7,7,8,8,8,7,7,8,7,7,7
854241,8,5,4,5,NA,0,-3,1,5,6,5,8,5,7,5,8,5,8,5,6,5,8,5,8
854248,8,7,3,5,1,0,-1,2,7,8,5,8,5,6,4,5,7,7,5,6,9,8,4,8
854260,7,6,7,6,1,1,-1,-1,7,6,8,8,5,6,5,6,6,7,5,6,8,6,7,NA
854269,4,3,5,3,NA,NA,-1,-2,5,5,6,6,7,6,6,7,7,7,7,7,7,7,5,6
854284,5,4,4,4,NA,NA,-1,0,4,5,4,5,4,5,6,5,5,5,4,5,6,6,6,6
854290,4,5,1,7,1,0,1,6,2,6,7,7,8,7,6,7,4,6,9,4,10,7,0,3
854302,6,5,5,4,1,0,-1,-1,5,7,7,6,3,6,4,7,5,7,5,6,6,7,9,7
854312,8,10,8,10,5,1,2,2,5,7,10,8,10,8,10,8,10,8,10,8,10,8,5,5
854348,8,6,7,7,6,1,-2,0,8,7,8,8,7,7,7,8,8,7,6,6,8,9,7,7
854370,8,6,1,3,1,0,-2,2,4,NA,7,6,6,6,7,8,7,8,7,8,7,8,7,NA
854382,7,6,6,7,6,NA,-1,1,7,6,5,2,6,6,7,7,7,7,7,6,7,7,6,6
854385,7,6,6,5,1,NA,-1,-1,6,7,6,8,5,5,6,7,6,7,6,7,6,8,6,7
854388,6,5,6,6,1,1,-1,0,5,5,6,6,6,6,7,6,6,6,6,6,7,6,3,NA
854391,6,5,6,6,1,1,-1,0,4,5,4,NA,4,4,7,6,8,7,5,6,6,6,3,NA
854400,5,7,9,8,NA,0,2,-1,7,7,8,10,8,8,7,7,7,6,7,8,7,8,5,7
854443,7,6,3,5,6,0,-1,2,6,5,6,7,6,7,6,7,6,7,6,7,6,6,6,6
854495,6,6,5,6,1,NA,0,1,5,6,4,5,6,6,6,6,7,6,7,6,7,6,7,NA
854501,7,4,5,5,4,0,-3,0,6,7,6,5,7,6,7,7,5,NA,7,6,7,7,6,NA
854537,2,1,4,3,2,0,-1,-1,1,1,2,3,3,4,1,2,4,3,3,3,4,5,1,1
854629,6,6,5,5,3,0,0,0,4,4,5,6,6,7,4,5,8,7,6,6,7,6,6,6
854632,5,4,5,4,NA,0,-1,-1,0,3,5,6,5,6,8,5,7,5,4,4,7,8,1,1
854647,7,6,5,6,3,0,-1,1,8,7,7,8,7,7,6,6,8,8,7,6,7,7,NA,NA
854699,7,7,7,8,NA,1,0,1,6,6,8,7,9,8,9,8,8,7,7,7,8,8,6,6
854708,6,6,7,7,NA,1,0,0,5,6,7,6,7,6,7,7,7,6,7,6,6,6,6,5
854724,7,6,5,7,4,0,-1,2,6,6,NA,NA,7,7,8,8,7,7,7,7,7,8,6,7
854733,5,5,5,4,NA,0,0,-1,4,5,5,5,4,5,5,5,6,7,5,6,6,7,6,NA
854766,9,7,8,8,1,0,-2,0,1,1,6,7,7,8,8,9,8,9,8,9,8,8,1,1
854785,6,6,6,7,NA,1,0,1,7,6,7,6,6,6,5,6,5,6,6,6,6,6,5,6
854812,7,6,6,8,NA,NA,-1,2,6,6,8,7,8,7,7,7,8,8,6,8,7,7,8,7
854815,6,4,3,3,2,0,-2,0,6,5,4,3,4,5,6,6,7,8,6,5,5,5,5,4
854821,6,4,5,4,5,0,-2,-1,3,1,3,NA,3,7,4,4,5,6,5,6,5,7,4,NA
854830,7,5,6,6,NA,0,-2,0,5,5,5,7,7,8,7,8,6,7,5,6,7,7,7,7
854849,6,5,1,3,1,NA,-1,2,6,5,1,0,2,1,5,5,6,6,5,3,7,6,7,6
854864,9,8,6,8,3,1,-1,2,8,6,NA,9,6,5,8,9,8,9,8,6,8,9,NA,NA
854876,7,4,5,5,1,0,-3,0,5,6,5,6,7,7,5,7,5,7,5,5,7,7,5,6
854895,7,5,5,6,1,0,-2,1,7,7,5,7,7,7,8,8,7,8,7,8,7,8,7,8
854919,5,5,6,7,NA,NA,0,1,6,7,8,7,5,8,6,6,6,7,6,6,7,8,7,8
854922,7,8,7,6,1,0,1,-1,6,7,8,7,8,7,8,7,8,7,7,7,8,7,8,7
854928,8,8,7,9,NA,1,0,2,5,6,5,7,8,8,7,8,10,10,8,8,9,7,6,7
855001,2,0,0,0,3,0,-2,0,1,2,10,4,8,4,5,2,10,8,0,0,5,2,0,2
855010,6,6,7,6,5,0,0,-1,6,5,5,5,5,5,6,5,6,6,6,5,6,5,6,5
855090,6,6,4,6,1,0,0,2,7,7,6,4,5,6,4,6,7,7,7,6,5,7,NA,NA
855099,7,6,6,5,1,0,-1,-1,4,7,7,8,8,8,8,8,7,7,6,7,8,8,0,0
855139,2,1,1,3,NA,NA,-1,2,5,3,6,0,7,4,5,5,7,5,1,5,7,7,7,7
855184,5,6,2,5,4,0,1,3,5,3,2,1,5,1,5,2,6,3,7,7,7,7,5,6
855194,6,7,4,7,NA,0,1,3,5,4,NA,NA,7,6,7,6,7,NA,8,6,NA,6,NA,NA
855197,7,7,7,7,NA,1,0,0,6,6,8,7,8,7,8,8,8,6,NA,NA,7,7,6,5
855206,7,5,8,6,2,1,-2,-2,7,7,6,7,7,7,6,6,7,7,5,7,8,8,8,7
855233,7,8,6,8,1,NA,1,2,8,7,NA,6,8,7,8,8,NA,7,8,7,8,7,NA,NA
855352,5,5,3,4,1,NA,0,1,4,4,4,2,5,3,5,3,6,5,6,4,7,5,5,4
855392,5,5,4,5,NA,0,0,1,7,6,5,5,6,5,6,5,5,5,5,5,8,8,6,7
855407,7,8,5,8,1,0,1,3,8,7,7,6,7,7,7,7,8,8,8,8,7,7,8,7
855419,5,4,1,3,1,0,-1,2,1,1,2,8,2,2,2,2,8,5,4,5,8,8,8,7
855438,10,7,1,1,1,0,-3,0,5,6,3,8,4,5,5,7,8,10,6,5,8,8,6,1
855465,7,2,3,0,3,0,-5,-3,0,5,7,7,7,7,7,7,7,7,7,8,7,7,7,7
855477,5,3,6,7,5,1,-2,1,2,4,7,7,7,7,5,7,6,7,6,6,6,7,5,6
855502,6,7,8,9,2,1,1,1,2,3,7,9,6,4,5,6,2,5,7,5,6,7,7,5
855511,8,7,7,6,6,1,-1,-1,7,7,6,7,7,8,7,8,7,8,7,9,7,7,7,7
855529,7,3,8,9,1,1,-4,1,5,5,7,7,4,7,4,5,5,7,6,7,8,6,7,5
855557,5,5,6,5,NA,0,0,-1,7,5,7,6,7,5,7,6,7,5,8,7,6,7,6,7
855560,7,6,5,6,3,0,-1,1,6,5,9,7,9,7,9,8,9,8,6,7,6,7,3,6
855566,3,5,3,4,NA,0,2,1,5,3,5,3,4,3,3,2,7,4,7,6,5,5,4,4
855584,6,3,5,3,NA,0,-3,-2,3,6,4,6,4,7,4,6,5,7,6,6,5,7,5,7
855624,6,5,3,5,1,0,-1,2,7,6,6,6,6,6,6,6,5,6,5,5,6,7,6,6
855627,7,7,6,7,NA,1,0,1,7,6,NA,7,7,6,8,7,8,7,7,6,7,7,NA,NA
855682,4,2,5,4,1,0,-2,-1,4,5,4,5,4,5,4,5,4,7,4,5,5,6,3,5
855688,7,3,5,6,3,NA,-4,1,7,6,8,8,7,7,8,8,3,6,4,6,8,8,7,2
855691,7,5,7,6,1,1,-2,-1,6,6,6,8,3,7,4,5,6,7,6,7,7,7,6,7
855706,8,4,3,3,NA,0,-4,0,3,6,7,8,3,4,4,7,8,9,6,10,9,8,9,7
855712,4,3,4,5,1,0,-1,1,3,3,5,4,5,4,5,4,5,4,5,4,5,5,5,3
855776,8,7,2,5,NA,NA,-1,3,3,4,6,7,6,7,7,7,5,7,7,8,7,8,5,5
855789,8,6,7,8,5,1,-2,1,8,6,8,7,8,7,7,7,8,7,8,7,8,7,NA,6
855792,7,6,8,8,NA,1,-1,0,6,6,8,7,8,6,8,6,9,10,9,9,8,7,6,7
855804,7,4,6,6,NA,0,-3,0,4,6,6,5,7,7,7,6,7,8,7,7,6,7,5,7
855810,6,6,3,5,NA,0,0,2,0,2,3,3,3,5,5,6,7,8,7,8,6,6,3,6
855828,6,7,6,6,1,NA,1,0,7,7,7,6,7,7,6,6,7,7,7,7,7,7,7,6
855853,5,5,4,5,NA,0,0,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
855886,7,5,4,7,NA,1,-2,3,2,3,7,9,2,0,4,2,6,8,7,8,7,5,7,5
855917,6,8,7,8,4,NA,2,1,3,5,NA,8,8,9,8,8,8,8,8,8,8,6,8,6
855929,6,7,6,7,1,1,1,1,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7
855944,7,7,8,8,1,0,0,0,8,8,9,8,8,7,8,7,8,8,8,7,7,8,NA,NA
855947,8,3,8,8,4,0,-5,0,6,7,9,8,7,8,7,8,6,8,7,8,7,8,7,7
855950,6,5,6,7,1,NA,-1,1,10,6,7,7,6,5,6,7,6,7,7,7,6,7,4,7
855963,8,5,6,7,1,1,-3,1,8,8,8,9,8,9,8,9,8,9,7,9,8,8,7,8
855984,6,5,3,4,4,0,-1,1,6,5,NA,5,5,4,6,5,6,7,4,3,7,7,6,NA
856005,8,6,7,7,1,1,-2,0,7,6,7,7,7,7,8,7,8,7,7,6,7,6,NA,6
856051,6,5,7,8,1,1,-1,1,6,5,8,8,8,8,8,7,6,7,6,6,8,8,NA,NA
856069,7,3,7,8,5,1,-4,1,5,6,6,5,7,7,9,7,7,6,7,7,9,8,2,7
856079,6,6,5,5,NA,0,0,0,7,7,5,5,6,5,6,5,6,7,8,6,8,7,6,NA
856088,6,6,5,6,4,0,0,1,6,5,4,6,5,4,5,7,7,6,7,7,6,6,4,NA
856130,6,7,6,7,4,0,1,1,5,4,8,7,8,8,6,7,7,6,7,6,8,8,7,7
856149,7,8,6,7,1,NA,1,1,3,2,3,7,7,4,6,7,6,7,7,8,7,8,4,5
856155,7,7,2,4,1,0,0,2,3,4,3,4,3,5,7,6,7,7,2,7,7,7,5,7
856216,5,4,3,4,4,NA,-1,1,5,4,6,5,7,6,7,6,6,6,4,5,6,4,6,4
856271,6,5,6,6,1,NA,-1,0,5,6,5,6,5,6,5,6,6,6,6,6,5,6,5,6
856301,9,8,5,7,1,NA,-1,2,5,7,7,8,8,4,8,6,7,7,7,8,7,7,0,2
856347,5,8,5,6,1,0,3,1,6,8,8,8,8,8,9,8,8,5,8,5,8,5,5,5
856375,7,7,4,6,4,0,0,2,6,6,7,7,7,7,7,7,8,8,8,8,7,7,6,6
856396,6,4,4,5,1,0,-2,1,5,6,7,7,6,5,4,7,5,7,7,7,7,7,5,4
856427,5,6,5,6,1,1,1,1,6,5,6,6,7,5,7,5,6,5,6,5,7,6,6,4
856439,9,9,6,8,4,1,0,2,8,8,8,6,9,8,9,8,9,9,9,9,9,9,5,5
856466,5,6,4,7,1,NA,1,3,7,6,7,7,8,7,7,7,7,NA,7,5,8,7,7,6
856491,7,7,7,8,4,0,0,1,3,3,5,8,7,6,8,8,9,8,8,8,6,7,3,5
856503,7,8,8,4,1,0,1,-4,8,8,6,4,7,5,7,6,8,6,8,8,8,9,8,10
856509,6,5,6,6,4,NA,-1,0,5,7,8,7,8,9,8,9,8,9,7,8,9,7,6,7
856512,6,6,5,7,NA,NA,0,2,7,6,6,5,8,9,8,7,8,7,7,8,7,8,7,5
856539,8,8,5,8,1,0,0,3,7,6,9,8,9,8,9,7,8,8,9,9,9,8,9,7
856585,7,7,8,7,NA,0,0,-1,8,8,6,4,7,7,5,6,8,8,8,8,7,7,7,8
856604,1,7,0,7,1,0,6,7,0,0,NA,0,7,5,7,4,7,4,7,1,7,6,7,0
856619,6,8,6,7,NA,1,2,1,6,6,7,7,7,7,8,7,8,7,8,7,8,7,8,7
856646,3,1,1,1,4,0,-2,0,4,4,1,1,1,1,3,1,5,4,2,1,1,3,1,1
856655,5,5,6,5,4,NA,0,-1,5,5,3,4,5,5,5,4,5,6,6,6,5,6,5,6
856665,6,7,6,7,1,0,1,1,7,4,10,10,8,8,7,8,9,9,7,6,8,6,7,8
856680,8,8,3,6,NA,1,0,3,4,5,6,6,6,6,7,7,8,7,6,7,8,7,5,7
856698,9,7,6,7,NA,NA,-2,1,8,8,10,8,8,6,8,8,7,9,9,7,10,8,NA,NA
856726,6,6,7,9,4,0,0,2,3,4,8,8,7,6,8,7,8,8,7,7,8,8,3,1
856753,8,6,7,6,4,0,-2,-1,6,7,5,7,6,8,8,9,7,8,8,8,8,8,6,6
856817,5,7,8,8,4,1,2,0,7,5,8,8,9,9,8,8,9,9,8,8,9,8,5,5
856832,7,4,6,6,5,0,-3,0,6,6,6,5,6,5,6,7,6,7,6,7,8,7,8,7
856896,7,5,6,5,NA,0,-2,-1,4,3,8,8,6,6,4,6,8,8,4,6,4,7,4,7
856900,7,6,6,7,4,1,-1,1,4,5,7,7,7,7,7,7,6,7,7,7,8,7,5,6
856909,6,7,5,7,NA,0,1,2,8,6,7,5,7,6,6,7,8,7,7,6,6,7,7,6
856945,9,5,4,4,1,NA,-4,0,4,7,8,10,2,8,2,9,3,6,5,9,6,10,6,10
856954,6,6,4,5,NA,0,0,1,4,5,4,5,6,6,6,5,6,6,6,6,7,7,5,5
857009,1,1,1,0,NA,0,0,-1,5,5,7,NA,10,NA,8,5,8,2,1,1,8,10,5,5
857028,5,3,4,5,NA,0,-2,1,4,3,4,4,5,3,4,3,6,5,4,4,6,NA,4,NA
857037,5,6,5,6,NA,NA,1,1,7,7,7,6,7,7,7,7,6,6,6,6,7,7,7,5
857073,7,8,7,7,NA,NA,1,0,7,7,8,8,7,7,9,7,9,9,7,7,9,7,7,7
857086,7,6,5,6,NA,1,-1,1,7,5,6,7,6,7,7,7,7,7,6,7,7,7,7,5
857098,5,3,0,3,NA,NA,-2,3,2,0,3,0,3,4,5,6,5,6,4,5,8,8,4,8
857101,7,5,7,5,NA,NA,-2,-2,5,7,6,7,7,7,6,7,6,7,NA,7,7,8,5,7
857104,8,7,4,6,NA,0,-1,2,5,NA,7,5,7,6,6,8,8,8,7,8,7,8,5,NA
857122,5,6,5,6,1,0,1,1,6,5,7,5,8,7,8,7,8,6,6,5,7,8,7,5
857131,8,6,7,7,1,1,-2,0,3,2,8,8,7,8,8,7,7,8,6,7,8,6,7,6
857162,7,6,5,6,1,0,-1,1,5,5,7,8,6,6,7,6,7,8,7,8,8,8,7,7
857174,6,4,5,5,5,NA,-2,0,6,7,4,6,6,5,7,5,7,7,7,8,7,7,4,NA
857196,5,6,2,6,NA,0,1,4,4,3,6,5,7,4,7,5,7,6,6,5,7,5,5,4
857199,5,2,1,3,NA,0,-3,2,2,5,6,7,6,7,6,5,4,5,3,2,2,8,0,1
857260,7,7,7,4,1,NA,0,-3,3,2,3,6,7,7,7,7,8,7,7,8,6,8,2,3
857296,7,4,6,6,1,1,-3,0,4,5,5,6,6,5,7,6,6,6,6,6,5,7,5,NA
857321,7,7,8,7,5,1,0,-1,5,6,7,8,7,7,8,8,8,8,7,8,7,7,7,7
857345,6,7,6,7,1,0,1,1,6,8,8,NA,9,6,8,8,NA,NA,8,8,8,9,6,10
857357,7,5,4,5,1,0,-2,1,5,4,6,5,6,7,6,7,6,7,5,6,6,5,5,5
857400,7,1,8,8,4,1,-6,0,5,6,8,9,6,9,6,9,3,8,7,8,6,8,5,7
857424,6,6,2,5,1,0,0,3,3,5,6,6,6,6,6,7,6,5,6,4,6,8,6,7
857440,6,5,7,7,1,1,-1,0,5,5,6,6,6,5,6,6,7,7,7,8,7,7,6,7
857449,7,5,7,7,3,0,-2,0,7,7,7,7,8,8,8,8,8,8,7,7,8,8,7,7
857470,8,6,6,7,1,0,-2,1,7,7,7,7,7,6,8,8,8,7,7,7,6,7,6,6
857482,8,7,8,7,5,0,-1,-1,6,6,8,8,6,7,7,7,8,8,7,8,7,7,6,6
857492,7,6,7,5,1,NA,-1,-2,3,5,5,6,6,8,6,8,6,7,6,7,6,7,6,NA
857501,6,6,7,7,1,1,0,0,5,6,8,8,8,8,8,8,8,NA,7,6,8,6,7,6
857540,5,5,6,4,NA,0,0,-2,4,6,5,6,6,7,6,5,6,5,5,5,6,6,5,4
